movie	imdb	genre								
1791	3	Drama	Thriller	Drama - Thriller						
1792	3	Comedy	Fantasy	Comedy - Fantasy						
1794	3	Comedy	Romance	Comedy - Romance						
1802	3	Comedy	Romance	Comedy - Romance						
1804	3	Comedy	Drama	Comedy - Drama						
1806	3	Drama	Romance	Drama - Romance						
1810	3	Biography	Drama	Biography - Drama						
1811	3	Action	Thriller	Action - Thriller						
1813	3	Comedy	Crime	Comedy - Crime						
1815	3	Drama	Romance	Drama - Romance						
1816	3	Drama	Romance	Drama - Romance						
1818	3	Comedy	Sci-Fi	Comedy - Sci-Fi						
1830	3	Adventure	Western	Adventure - Western						
1831	3	Drama	Music	Drama - Music						
1833	3	Comedy	Drama	Comedy - Drama						
1835	3	Drama	Romance	Drama - Romance						
1838	3	Family	Comedy	Family - Comedy						
1844	3	Comedy	Family	Comedy - Family						
1847	3	Action	Thriller	Action - Thriller						
1854	3	Drama	Romance	Drama - Romance						
1856	3	Drama	Thriller	Drama - Thriller						
1859	3	Comedy	Drama	Comedy - Drama						
1861	3	Drama	Sport	Drama - Sport						
1863	3	Comedy	Drama	Comedy - Drama						
1864	3	Adventure	Sci-Fi	Adventure - Sci-Fi						
1867	3	Action	Drama	Action - Drama						
1868	3	Comedy	Horror	Comedy - Horror						
1878	3	Action	Thriller	Action - Thriller						
1880	3	Comedy	Drama	Comedy - Drama						
1881	3	Comedy	Crime	Comedy - Crime						
1882	3	Comedy	Romance	Comedy - Romance						
1887	3	Drama	Romance	Drama - Romance						
1890	3	Comedy	Romance	Comedy - Romance						
1891	3	Drama	Sport	Drama - Sport						
1896	3	Crime	Drama	Crime - Drama						
1911	3	Drama	Romance	Drama - Romance						
1913	3	Horror	Thriller	Horror - Thriller						
1914	3	Adult	Drama	Adult - Drama						
1916	3	Drama	Romance	Drama - Romance						
1921	3	Drama	War	Drama - War						
1922	3	Comedy	Family	Comedy - Family						
1923	3	Drama	Sport	Drama - Sport						
1926	3	Drama	Family	Drama - Family						
1927	3	Drama	War	Drama - War						
1928	3	Drama	Action	Drama - Action						
1929	3	Drama	Romance	Drama - Romance						
1930	3	Drama	Thriller	Drama - Thriller						
1932	3	Drama	Romance	Drama - Romance						
1933	3	Drama	Romance	Drama - Romance						
1934	3	Comedy	Crime	Comedy - Crime						
1938	3	Horror	Thriller	Horror - Thriller						
1944	3	Comedy	Drama	Comedy - Drama						
1954	3	Horror	Thriller	Horror - Thriller						
1956	3	Comedy	Drama	Comedy - Drama						
1957	3	Comedy	Crime	Comedy - Crime						
1970	3	Drama	Romance	Drama - Romance						
1976	3	Comedy	Sport	Comedy - Sport						
1981	3	Comedy	Thriller	Comedy - Thriller						
1985	3	Comedy	Romance	Comedy - Romance						
1986	3	Drama	Thriller	Drama - Thriller						
1989	3	Comedy	Drama	Comedy - Drama						
1990	3	Romance	Drama	Romance - Drama						
1992	3	Comedy	Drama	Comedy - Drama						
1994	3	Crime	Drama	Crime - Drama						
1996	3	Crime	Drama	Crime - Drama						
1999	3	Biography	Drama	Biography - Drama						
0016	1	Drama								
0024	1	Drama								
0054	1	Drama								
0061	1	Comedy								
0063	1	Drama								
0075	1	Drama								
0085	1	Drama								
0088	1	Drama								
0094	1	Drama								
0103	1	Drama								
0107	1	Drama								
0108	1	Drama								
0109	1	Drama								
0120	1	Horror								
0127	1	Drama								
0147	1	Comedy								
0155	1	Comedy								
0171	1	Comedy								
0176	1	Action								
0178	1	Comedy								
0181	1	Comedy								
0189	1	Drama								
0191	1	Drama								
0195	1	Comedy								
0196	1	Comedy								
0200	1	Comedy								
0210	1	Horror								
0227	1	Drama								
0231	1	Drama								
0232	1	Drama								
0239	1	Drama								
0242	1	Drama								
0251	1	Comedy								
0273	1	Drama								
0279	1	Comedy								
0294	1	Comedy								
0295	1	Comedy								
0296	1	Comedy								
0303	1	Drama								
0305	1	Comedy								
0307	1	Drama								
0310	1	Drama								
0315	1	Comedy								
0322	1	Drama								
0326	1	Drama								
0342	1	Comedy								
0356	1	Drama								
0365	1	Drama								
0372	1	Drama								
0373	1	Comedy								
0379	1	Comedy								
0393	1	Drama								
0399	1	Drama								
0401	1	Drama								
0403	1	Drama								
0407	1	Comedy								
0410	1	Drama								
0412	1	Horror								
0419	1	Horror								
0433	1	Comedy								
0436	1	Comedy								
0439	1	Drama								
0446	1	Comedy								
0453	1	Comedy								
0460	1	Drama								
0463	1	Comedy								
0470	1	Comedy								
0472	1	Drama								
0473	1	Drama								
0477	1	Horror								
0485	1	Comedy								
0486	1	Thriller								
0491	1	Drama								
0495	1	Comedy								
0498	1	Action								
0506	1	Drama								
0517	1	Drama								
0527	1	Drama								
0530	1	Drama								
0539	1	Drama								
0545	1	Drama								
0554	1	Comedy								
0556	1	Comedy								
0557	1	Comedy								
0566	1	Drama								
0568	1	Drama								
0570	1	Drama								
0583	1	Comedy								
0586	1	Comedy								
0587	1	Drama								
0596	1	Horror								
0599	1	Comedy								
0611	1	Drama								
0614	1	Drama								
0621	1	Comedy								
0623	1	Drama								
0624	1	Drama								
0630	1	Drama								
0633	1	Drama								
0634	1	Comedy								
0637	1	Drama								
0652	1	Comedy								
0654	1	Drama								
0657	1	Comedy								
0665	1	Drama								
0689	1	Drama								
0690	1	Drama								
0694	1	Comedy								
0702	1	Drama								
0703	1	Comedy								
0709	1	Comedy								
0717	1	Drama								
0719	1	Comedy								
0720	1	Comedy								
0721	1	Drama								
0722	1	Drama								
0737	1	Drama								
0749	1	Drama								
0751	1	Comedy								
0768	1	Drama								
0771	1	Comedy								
0779	1	Thriller								
0781	1	Drama								
0782	1	Drama								
0787	1	Drama								
0790	1	Drama								
0796	1	Comedy								
0799	1	Drama								
0800	1	Drama								
0810	1	Action								
0811	1	Drama								
0812	1	Comedy								
0813	1	Drama								
0814	1	Comedy								
0816	1	Drama								
0843	1	Drama								
0846	1	Comedy								
0849	1	Drama								
0854	1	Western								
0862	1	Drama								
0863	1	Horror								
0865	1	Comedy								
0866	1	Drama								
0868	1	Drama								
0873	1	Comedy								
0890	1	Comedy								
0895	1	Comedy								
0905	1	Drama								
0908	1	Comedy								
0910	1	Comedy								
0912	1	Drama								
0920	1	Thriller								
0922	1	Drama								
0923	1	Action								
0925	1	Thriller								
0930	1	Horror								
0938	1	Drama								
0951	1	Comedy								
0952	1	Thriller								
0965	1	Comedy								
0969	1	Drama								
0974	1	Drama								
0988	1	Drama								
0998	1	Horror								
1010	1	Comedy								
1013	1	Comedy								
1014	1	Comedy								
1020	1	Drama								
1022	1	Horror								
1027	1	Drama								
1054	1	Comedy								
1089	1	Comedy								
1131	1	Comedy								
1147	1	Comedy								
1181	1	Comedy								
1186	1	Comedy								
1205	1	Comedy								
1206	1	Drama								
1216	1	Drama								
1251	1	Comedy								
1258	1	Drama								
1264	1	Comedy								
1267	1	Comedy								
1278	1	Horror								
1311	1	Comedy								
1315	1	Drama								
1419	1	Drama								
1446	1	Drama								
1472	1	Drama								
1499	1	Comedy								
1512	1	Comedy								
1513	1	Drama								
1514	1	Drama								
1561	1	Drama								
1568	1	Comedy								
1583	1	Drama								
1587	1	Comedy								
1593	1	Drama								
1600	1	Comedy								
1610	1	Comedy								
1626	1	Drama								
1643	1	Drama								
1656	1	Comedy								
1657	1	Drama								
1669	1	Drama								
1681	1	Comedy								
1690	1	Comedy								
1721	1	Comedy								
1725	1	Drama								
1730	1	Comedy								
1735	1	Action								
1739	1	Comedy								
1747	1	Drama								
1751	1	Comedy								
1759	1	Horror								
1761	1	Drama								
1788	1	Drama								
1793	1	Drama								
1795	1	Comedy								
1829	1	Drama								
1845	1	Drama								
1875	1	Drama								
1879	1	Drama								
1888	1	Drama								
1894	1	Comedy								
1902	1	Comedy								
1955	1	Drama								
1959	1	Comedy								
1960	1	Comedy								
1963	1	Drama								
1984	1	Drama								
1987	1	Comedy								
1988	1	Drama								
1993	1	Drama								
